ticker,statement_type,frequency,file,status,rows,columns,date_min,date_max,error
MCHP,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/MCHP_income_statement_annual.csv,success,5,51,2021-03-31 00:00:00,2025-03-31 00:00:00,
MCHP,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/MCHP_income_statement_quarterly.csv,success,5,49,2024-12-31 00:00:00,2025-12-31 00:00:00,
MCHP,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/MCHP_balance_sheet_annual.csv,success,5,78,2021-03-31 00:00:00,2025-03-31 00:00:00,
MCHP,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/MCHP_balance_sheet_quarterly.csv,success,6,73,2024-09-30 00:00:00,2025-12-31 00:00:00,
MCHP,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/MCHP_cash_flow_annual.csv,success,5,64,2021-03-31 00:00:00,2025-03-31 00:00:00,
MCHP,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/MCHP_cash_flow_quarterly.csv,success,7,54,2024-06-30 00:00:00,2025-12-31 00:00:00,
SWKS,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/SWKS_income_statement_annual.csv,success,5,48,2021-09-30 00:00:00,2025-09-30 00:00:00,
SWKS,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/SWKS_income_statement_quarterly.csv,success,6,45,2024-06-30 00:00:00,2025-12-31 00:00:00,
SWKS,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/SWKS_balance_sheet_annual.csv,success,5,74,2021-09-30 00:00:00,2025-09-30 00:00:00,
SWKS,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/SWKS_balance_sheet_quarterly.csv,success,6,73,2024-06-30 00:00:00,2025-12-31 00:00:00,
SWKS,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/SWKS_cash_flow_annual.csv,success,5,55,2021-09-30 00:00:00,2025-09-30 00:00:00,
SWKS,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/SWKS_cash_flow_quarterly.csv,success,6,48,2024-09-30 00:00:00,2025-12-31 00:00:00,
QRVO,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/QRVO_income_statement_annual.csv,success,4,45,2022-03-31 00:00:00,2025-03-31 00:00:00,
QRVO,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/QRVO_income_statement_quarterly.csv,success,6,45,2024-06-30 00:00:00,2025-12-31 00:00:00,
QRVO,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/QRVO_balance_sheet_annual.csv,success,5,62,2021-03-31 00:00:00,2025-03-31 00:00:00,
QRVO,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/QRVO_balance_sheet_quarterly.csv,success,7,62,2024-06-30 00:00:00,2025-12-31 00:00:00,
QRVO,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/QRVO_cash_flow_annual.csv,success,5,61,2021-03-31 00:00:00,2025-03-31 00:00:00,
QRVO,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/QRVO_cash_flow_quarterly.csv,success,7,47,2024-06-30 00:00:00,2025-12-31 00:00:00,
ARM,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/ARM_income_statement_annual.csv,success,5,45,2021-03-31 00:00:00,2025-03-31 00:00:00,
ARM,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/ARM_income_statement_quarterly.csv,success,5,41,2024-12-31 00:00:00,2025-12-31 00:00:00,
ARM,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/ARM_balance_sheet_annual.csv,success,4,78,2022-03-31 00:00:00,2025-03-31 00:00:00,
ARM,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/ARM_balance_sheet_quarterly.csv,success,7,76,2024-06-30 00:00:00,2025-12-31 00:00:00,
ARM,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/ARM_cash_flow_annual.csv,success,5,54,2021-03-31 00:00:00,2025-03-31 00:00:00,
ARM,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/ARM_cash_flow_quarterly.csv,success,5,46,2024-12-31 00:00:00,2025-12-31 00:00:00,
GFS,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/GFS_income_statement_annual.csv,success,4,55,2021-12-31 00:00:00,2024-12-31 00:00:00,
GFS,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/GFS_income_statement_quarterly.csv,success,6,41,2024-06-30 00:00:00,2025-09-30 00:00:00,
GFS,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/GFS_balance_sheet_annual.csv,success,4,87,2021-12-31 00:00:00,2024-12-31 00:00:00,
GFS,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/GFS_balance_sheet_quarterly.csv,success,6,83,2024-06-30 00:00:00,2025-09-30 00:00:00,
GFS,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/GFS_cash_flow_annual.csv,success,4,63,2021-12-31 00:00:00,2024-12-31 00:00:00,
GFS,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/GFS_cash_flow_quarterly.csv,success,6,57,2024-06-30 00:00:00,2025-09-30 00:00:00,
STM,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/STM_income_statement_annual.csv,success,5,55,2021-12-31 00:00:00,2025-12-31 00:00:00,
STM,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/STM_income_statement_quarterly.csv,success,7,52,2024-06-30 00:00:00,2025-12-31 00:00:00,
STM,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/STM_balance_sheet_annual.csv,success,4,94,2021-12-31 00:00:00,2024-12-31 00:00:00,
STM,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/STM_balance_sheet_quarterly.csv,success,6,102,2024-06-30 00:00:00,2025-09-30 00:00:00,
STM,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/STM_cash_flow_annual.csv,success,4,61,2021-12-31 00:00:00,2024-12-31 00:00:00,
STM,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/STM_cash_flow_quarterly.csv,success,6,55,2024-06-30 00:00:00,2025-09-30 00:00:00,
UMC,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/UMC_income_statement_annual.csv,success,4,55,2021-12-31 00:00:00,2024-12-31 00:00:00,
UMC,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/UMC_income_statement_quarterly.csv,success,6,54,2024-06-30 00:00:00,2025-09-30 00:00:00,
UMC,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/UMC_balance_sheet_annual.csv,success,4,92,2021-12-31 00:00:00,2024-12-31 00:00:00,
UMC,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/UMC_balance_sheet_quarterly.csv,success,6,96,2024-06-30 00:00:00,2025-09-30 00:00:00,
UMC,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/UMC_cash_flow_annual.csv,success,4,70,2021-12-31 00:00:00,2024-12-31 00:00:00,
UMC,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/UMC_cash_flow_quarterly.csv,success,6,66,2024-06-30 00:00:00,2025-09-30 00:00:00,
ASX,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/ASX_income_statement_annual.csv,success,5,56,2021-12-31 00:00:00,2025-12-31 00:00:00,
ASX,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/ASX_income_statement_quarterly.csv,success,6,42,2024-09-30 00:00:00,2025-12-31 00:00:00,
ASX,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/ASX_balance_sheet_annual.csv,success,4,92,2021-12-31 00:00:00,2024-12-31 00:00:00,
ASX,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/ASX_balance_sheet_quarterly.csv,success,5,92,2024-09-30 00:00:00,2025-09-30 00:00:00,
ASX,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/ASX_cash_flow_annual.csv,success,4,72,2021-12-31 00:00:00,2024-12-31 00:00:00,
ASX,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/ASX_cash_flow_quarterly.csv,success,5,25,2024-09-30 00:00:00,2025-09-30 00:00:00,
TSEM,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/TSEM_income_statement_annual.csv,success,5,48,2021-12-31 00:00:00,2025-12-31 00:00:00,
TSEM,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/TSEM_income_statement_quarterly.csv,success,7,42,2024-06-30 00:00:00,2025-12-31 00:00:00,
TSEM,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/TSEM_balance_sheet_annual.csv,success,4,78,2021-12-31 00:00:00,2024-12-31 00:00:00,
TSEM,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/TSEM_balance_sheet_quarterly.csv,success,6,77,2024-06-30 00:00:00,2025-09-30 00:00:00,
TSEM,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/TSEM_cash_flow_annual.csv,success,4,44,2021-12-31 00:00:00,2024-12-31 00:00:00,
TSEM,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/TSEM_cash_flow_quarterly.csv,success,6,36,2024-06-30 00:00:00,2025-09-30 00:00:00,
AMBA,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/AMBA_income_statement_annual.csv,success,4,33,2022-01-31 00:00:00,2025-01-31 00:00:00,
AMBA,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/AMBA_income_statement_quarterly.csv,success,5,33,2024-10-31 00:00:00,2025-10-31 00:00:00,
AMBA,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/AMBA_balance_sheet_annual.csv,success,4,67,2022-01-31 00:00:00,2025-01-31 00:00:00,
AMBA,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/AMBA_balance_sheet_quarterly.csv,success,6,68,2024-07-31 00:00:00,2025-10-31 00:00:00,
AMBA,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/AMBA_cash_flow_annual.csv,success,4,48,2022-01-31 00:00:00,2025-01-31 00:00:00,
AMBA,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/AMBA_cash_flow_quarterly.csv,success,6,44,2024-07-31 00:00:00,2025-10-31 00:00:00,
SYNA,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/SYNA_income_statement_annual.csv,success,5,52,2021-06-30 00:00:00,2025-06-30 00:00:00,
SYNA,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/SYNA_income_statement_quarterly.csv,success,6,48,2024-09-30 00:00:00,2025-12-31 00:00:00,
SYNA,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/SYNA_balance_sheet_annual.csv,success,5,78,2021-06-30 00:00:00,2025-06-30 00:00:00,
SYNA,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/SYNA_balance_sheet_quarterly.csv,success,7,72,2024-06-30 00:00:00,2025-12-31 00:00:00,
SYNA,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/SYNA_cash_flow_annual.csv,success,5,71,2021-06-30 00:00:00,2025-06-30 00:00:00,
SYNA,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/SYNA_cash_flow_quarterly.csv,success,7,57,2024-06-30 00:00:00,2025-12-31 00:00:00,
CRDO,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/CRDO_income_statement_annual.csv,success,5,41,2021-04-30 00:00:00,2025-04-30 00:00:00,
CRDO,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/CRDO_income_statement_quarterly.csv,success,5,33,2024-10-31 00:00:00,2025-10-31 00:00:00,
CRDO,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/CRDO_balance_sheet_annual.csv,success,5,70,2021-04-30 00:00:00,2025-04-30 00:00:00,
CRDO,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/CRDO_balance_sheet_quarterly.csv,success,6,64,2024-07-31 00:00:00,2025-10-31 00:00:00,
CRDO,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/CRDO_cash_flow_annual.csv,success,5,45,2021-04-30 00:00:00,2025-04-30 00:00:00,
CRDO,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/CRDO_cash_flow_quarterly.csv,success,6,40,2024-07-31 00:00:00,2025-10-31 00:00:00,
PI,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/PI_income_statement_annual.csv,success,4,50,2022-12-31 00:00:00,2025-12-31 00:00:00,
PI,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/PI_income_statement_quarterly.csv,success,5,51,2024-12-31 00:00:00,2025-12-31 00:00:00,
PI,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/PI_balance_sheet_annual.csv,success,5,70,2021-12-31 00:00:00,2025-12-31 00:00:00,
PI,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/PI_balance_sheet_quarterly.csv,success,7,67,2024-06-30 00:00:00,2025-12-31 00:00:00,
PI,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/PI_cash_flow_annual.csv,success,5,56,2021-12-31 00:00:00,2025-12-31 00:00:00,
PI,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/PI_cash_flow_quarterly.csv,success,6,51,2024-09-30 00:00:00,2025-12-31 00:00:00,
VSH,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/VSH_income_statement_annual.csv,success,5,46,2021-12-31 00:00:00,2025-12-31 00:00:00,
VSH,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/VSH_income_statement_quarterly.csv,success,6,44,2024-09-30 00:00:00,2025-12-31 00:00:00,
VSH,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/VSH_balance_sheet_annual.csv,success,4,77,2021-12-31 00:00:00,2024-12-31 00:00:00,
VSH,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/VSH_balance_sheet_quarterly.csv,success,6,76,2024-06-30 00:00:00,2025-09-30 00:00:00,
VSH,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/VSH_cash_flow_annual.csv,success,4,57,2021-12-31 00:00:00,2024-12-31 00:00:00,
VSH,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/VSH_cash_flow_quarterly.csv,success,5,49,2024-09-30 00:00:00,2025-09-30 00:00:00,
LFUS,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/LFUS_income_statement_annual.csv,success,5,47,2021-12-31 00:00:00,2025-12-31 00:00:00,
LFUS,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/LFUS_income_statement_quarterly.csv,success,6,47,2024-09-30 00:00:00,2025-12-31 00:00:00,
LFUS,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/LFUS_balance_sheet_annual.csv,success,4,85,2021-12-31 00:00:00,2024-12-31 00:00:00,
LFUS,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/LFUS_balance_sheet_quarterly.csv,success,6,83,2024-06-30 00:00:00,2025-09-30 00:00:00,
LFUS,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/LFUS_cash_flow_annual.csv,success,4,59,2021-12-31 00:00:00,2024-12-31 00:00:00,
LFUS,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/LFUS_cash_flow_quarterly.csv,success,5,50,2024-09-30 00:00:00,2025-09-30 00:00:00,
SLAB,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/SLAB_income_statement_annual.csv,success,5,39,2021-12-31 00:00:00,2025-12-31 00:00:00,
SLAB,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/SLAB_income_statement_quarterly.csv,success,7,42,2024-06-30 00:00:00,2025-12-31 00:00:00,
SLAB,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/SLAB_balance_sheet_annual.csv,success,5,73,2021-12-31 00:00:00,2025-12-31 00:00:00,
SLAB,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/SLAB_balance_sheet_quarterly.csv,success,7,63,2024-06-30 00:00:00,2025-12-31 00:00:00,
SLAB,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/SLAB_cash_flow_annual.csv,success,5,57,2021-12-31 00:00:00,2025-12-31 00:00:00,
SLAB,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/SLAB_cash_flow_quarterly.csv,success,7,49,2024-06-30 00:00:00,2025-12-31 00:00:00,
